ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-09-15,-12.604759216,-77.24843527527504,68.69745767951947,-12.604759216,-12.604759216,7.164569184996073,7.164569184996073,7.164569184996073,7.164569184996073,7.164569184996073,7.164569184996073,0.0,0.0,0.0,-5.440190031003927
2016-10-03,-4.327797216869564,-58.50111316068235,90.8675404444607,-4.327797216869564,-4.327797216869564,21.636488223415586,21.636488223415586,21.636488223415586,21.636488223415586,21.636488223415586,21.636488223415586,0.0,0.0,0.0,17.30869100654602
2016-10-04,-3.8679659946956524,-61.144538853546244,95.95204594361815,-3.8679659946956524,-3.8679659946956524,19.320975719630095,19.320975719630095,19.320975719630095,19.320975719630095,19.320975719630095,19.320975719630095,0.0,0.0,0.0,15.453009724934443
2016-10-05,-3.408134772521738,-66.45130866632134,87.14956486136877,-3.408134772521738,-3.408134772521738,14.139579247713133,14.139579247713133,14.139579247713133,14.139579247713133,14.139579247713133,14.139579247713133,0.0,0.0,0.0,10.731444475191395
2016-10-06,-2.948303550347826,-74.55816959461092,79.82848317636714,-2.948303550347826,-2.948303550347826,7.164569185004629,7.164569185004629,7.164569185004629,7.164569185004629,7.164569185004629,7.164569185004629,0.0,0.0,0.0,4.216265634656803
2016-10-07,-2.4884723281739136,-79.01482511639169,72.31507024403699,-2.4884723281739136,-2.4884723281739136,-0.878098336407115,-0.878098336407115,-0.878098336407115,-0.878098336407115,-0.878098336407115,-0.878098336407115,0.0,0.0,0.0,-3.3665706645810287
2016-10-08,-2.0286411059999994,-108.77713063670662,37.856660736186946,-2.0286411059999994,-2.0286411059999994,-36.76061758333042,-36.76061758333042,-36.76061758333042,-36.76061758333042,-36.76061758333042,-36.76061758333042,0.0,0.0,0.0,-38.789258689330424
2016-10-09,-1.568809883826087,-102.80759762864581,49.051187350938115,-1.568809883826087,-1.568809883826087,-24.622896455918458,-24.622896455918458,-24.622896455918458,-24.622896455918458,-24.622896455918458,-24.622896455918458,0.0,0.0,0.0,-26.191706339744545
2016-10-10,-1.1089786616521748,-55.410303013010456,101.95329028076178,-1.1089786616521748,-1.1089786616521748,21.636488223356363,21.636488223356363,21.636488223356363,21.636488223356363,21.636488223356363,21.636488223356363,0.0,0.0,0.0,20.52750956170419
2016-12-23,32.91853177921739,-44.738953155996704,107.32969735016103,32.91853177921739,32.91853177921739,-0.8780983363928415,-0.8780983363928415,-0.8780983363928415,-0.8780983363928415,-0.8780983363928415,-0.8780983363928415,0.0,0.0,0.0,32.04043344282455
2017-01-05,38.896337667478264,-31.262192841219285,122.68164217621833,38.896337667478264,38.896337667478264,7.16456918500593,7.16456918500593,7.16456918500593,7.16456918500593,7.16456918500593,7.16456918500593,0.0,0.0,0.0,46.060906852484194
2017-01-06,39.356168889652174,-39.31875541501007,114.90293240829902,39.356168889652174,39.356168889652174,-0.8780983363875892,-0.8780983363875892,-0.8780983363875892,-0.8780983363875892,-0.8780983363875892,-0.8780983363875892,0.0,0.0,0.0,38.47807055326459
2017-01-07,39.816000111826085,-73.81414414574678,74.68001854144974,39.816000111826085,39.816000111826085,-36.760617583321796,-36.760617583321796,-36.760617583321796,-36.760617583321796,-36.760617583321796,-36.760617583321796,0.0,0.0,0.0,3.055382528504289
2017-01-08,40.275831334,-57.147726237780944,86.52424269534025,40.275831334,40.275831334,-24.62289645597336,-24.62289645597336,-24.62289645597336,-24.62289645597336,-24.62289645597336,-24.62289645597336,0.0,0.0,0.0,15.652934878026642
2017-01-09,40.735662556173914,-15.300823300393969,141.34323220494352,40.735662556173914,40.735662556173914,21.636488223398885,21.636488223398885,21.636488223398885,21.636488223398885,21.636488223398885,21.636488223398885,0.0,0.0,0.0,62.3721507795728
2017-01-10,41.195493778347824,-12.474751137978636,138.71998995234378,41.195493778347824,41.195493778347824,19.320975719640547,19.320975719640547,19.320975719640547,19.320975719640547,19.320975719640547,19.320975719640547,0.0,0.0,0.0,60.51646949798837
2017-01-11,41.65532500052174,-16.49042027155616,129.36977472771264,41.65532500052174,41.65532500052174,14.139579247710953,14.139579247710953,14.139579247710953,14.139579247710953,14.139579247710953,14.139579247710953,0.0,0.0,0.0,55.7949042482327
2017-01-12,42.11515622269565,-19.4381417736149,128.20279825244108,42.11515622269565,42.11515622269565,7.164569185007876,7.164569185007876,7.164569185007876,7.164569185007876,7.164569185007876,7.164569185007876,0.0,0.0,0.0,49.27972540770353
